ID,Description,Class
545,我要一直告訴自己那些都是真的 然後因為太痛 又假裝那是假的一轉身又要提醒自己那些很痛的事情都是真的如果會那麼痛 為什麼不告訴我 等我走了 再做是啊 別人為什麼要配合我呢 怎麼那麼痛太痛了 反反覆覆的 像在海浪上打過來又打過去 真真又假假我提醒自己 面對事實 很痛 但那都是真的 我不可以背叛我自己我的孩子們都在看著我是不是背叛自己 雖然他們不確切知道發生了什麼但是我想 我背叛自己 孩子會知道的 就像我小時候看著媽媽背叛自己背叛自己 然後除了上班時間以外 一直睡著 那是我的媽咪要上班了 我一定得上班希望下了班 我能夠 面對著好痛的事實 陪著自己 不背叛自己那些好痛的事情之外 還有一些好的事情 或者好的想望 我不能背叛自己我承諾過自己 絕不能背叛自己--,1
546,今天陽光出現狀況比較和緩客戶也回應認同我的初步提案觀察自己恐懼跟一種內在的壓力會把自己凍結天氣 藥物 壓力 內分泌 迴路內在的痛苦大於實際的狀況過去在高壓下的工作我一直壓抑自己所以生病了而現在如果要能不繼續這樣要能夠前進要找到凍結與恐懼的關鍵除了服藥負面失落的經驗印絡太深 我都不敢相信世界上會有任何好事發生在我身上沒有“樂趣”沒有“興趣”沒有“熱情”沒有“感覺”也不覺得“安全”我好像隨時會失去一切然而這些都還沒有發生卻在腦海迴盪數百遍的悲慘世界我需要帶著妳一切穿越妳知道妳可以做到的--,1
547,有什麼方法是不會痛的人還可以選擇的時候每個人最後都有一個結局太多的可能但無感--,1
548,各位版友好前幾天發現這個版這是我第一次發文目前還沒正式去看精神科醫生是醫生來學校輔導室推斷說我有長期的中度憂鬱有時會變重度並且建議吃藥控制當時聽到很震驚以為可能輕度而已雖然每天都在想死還是苟活到了現在之後我還是沒去看診一部分的原因是身旁有朋友吃了藥後狀況變很差很可怕另一部分原因是我的病有8成是因為我的家庭也不敢讓他們知道至於是什麼問題就是那些能想像到的我都經歷過吧身體上的和心靈上的家暴（但我也是這學期去輔導室才知道這就是家暴和各種情緒、道德、親情的勒索還有好多好多令我撐不下去沒有認真去看待生病時的自己導致生活變得一團糟沒辦法上課也沒辦法讀書一醒來就在哭晚上不敢睡覺 一睡就會睡死醒不來整個人都不在狀況裡每天都覺得好絕望好想消失很焦慮的一直捏自己但又怕有痕跡被發現就這樣陷入了一個死循環出也出不來不知道該怎麼辦反正就是一團糟對自己非常非常失望覺得自己怎麼那麼糟糕怎麼那麼失敗就這樣痛苦到了現在大學的寒假真的好長好長因為只能待在家裡變得更痛苦但在家裡我就必須照顧我的弟弟妹妹（我父母離異 目前和母親跟繼父一起住    育有一個弟弟五歲和一個妹妹一歲兩個月）我母親都在他的房間滑手機睡覺而我就變成了她的保母在家的我除了睡覺並沒有任何自己的空間痛苦情緒就這樣一直壓著壓著真的好難受好想尖叫不知道該怎麼描述現在的狀態真的好痛苦好難受喘不過氣好想死為什麼要讓我活在這個世界我就是個累贅過年回親爸這邊看到他家庭美滿心裡也好難受感覺已經沒有我的位子了真的很多餘好孤單好難受真的好想消失我已經不知道該怎麼辦了--好的謝謝你～謝謝你！他們認為這是我的義務，如果我不幫忙我就是自私，但他們認為的幫忙就是丟給我帶，這樣被綁住的感覺很難受...謝謝l大的建議，真的很感謝，輔導室已經去了一學期好像幫助並不大...但還是很感謝輔導室的老師們。我下學期打算偷偷去看醫生，希望能更有力氣的去跟母親講自己的想法，並且為自己的人生做出決定！不過現在得先撐過這個寒假才行QQ,1
549,不知道為什麼沒動力看書，也沒動力做其他的事。        忽然看到YT的一個影片，下面好多人討論，我很有興趣的一篇篇看完，裡        面有各種人的各種想法，覺得學到了好多，雖然不一定是正確的，但都說        得很有道理。        然後看到某個影片在討論算命這件事，大意來說，人就只是人，不要妄想        能夠成為神，會去算命代表對於未來沒有把握，才會想要偷看一下未來的        事情，而不管這樣的行為到底好或不好，對自己其實都不會有太大的幫助        。        因為如果知道了未來會發生的事，那麼是否就會停止了努力了呢？想一想        其實還蠻有道理的。        所以我買了兩本紫斗的書，就當作是一種知識學習就好，雖然好像有點浪        費錢的感覺，但不經一事不長一智，就當作捐錢了事。        自從戒了咖啡以後，常常要面對缺乏動力的自己，但又覺得對於咖啡太過        依賴，以前天天喝的時候，雖然很有精神與毅力去做想做的事，但相對的        骨頭也會酸痛，而且還會失眠，而現在沒有喝以後，失眠的狀況很少，原        本會痛的骨頭也比較不會痛，這讓我想起某部漫畫的至理名言「等價交換        」，想貪圖咖啡帶來的好處，那麼自己也會需要付出代價。        自從過年以來到現在第三天了，覺得沒什麼動力去做該做的事，或者是認        為該執行的計畫，簡單的講，大腦似乎認為讀書是一件非常痛苦的事，如        果不是喜歡的書，要把它拿來讀，感覺就是完全沒有想拿來翻開的動力，        雖然有讀過某本書說，新的知識或資訊對於大腦來說是一件非常浩大的工        程，大腦一想到那件事就會覺得痛苦，所以它才寧願讓我沒動力的去看影        片或者逛網站和ptt，只要不是讀那本書都好，看來如果讀書不是讀和自身        有相關的東西，似乎都會造成一種讓大腦拒絕的痛苦。        或許是我的酬償機制的獎賞太少了吧！不過這也沒有辦法，畢竟本身也沒        什麼錢，如果獎賞是以吃的來說，要跑去百貨公司吃烏龍麵也是要花時間        ，再加上自己又要減肥，難怪大腦會沒動力，因為沒獎賞，它大概也不想        辦事吧！        一個只想鞭策卻沒有獎勵的生活，似乎就像集中營一樣，要能有多好的生        活品質，我想也是很難的吧！        好吧！今天破戒一下，等等去吃烏龍麵和蛋糕吧！至於減肥，只好晚點。--這是一個沒有壓力，而是有生活點滴分享的好所在。如果你也喜歡分享日常生活中的大小事，或者想要找人懂你，都希望你能夠在此訴說你心中的祈願。怪人協會～～～A.A   一群怪人。或者用QR Code也可以     歡迎加入，一切隨緣。--,1
550,＜在自救與放棄之間擺盪＞我的左上背肩胛內側好痛……我快撐不住了自從前年在台大復健科張醫師那結束六個月的超音波神經引導注射，因效果不彰而介紹至一位開業的汪醫師那，他也束手無策，我覺得自己是不是已窮盡醫療手段而無希望……在這些歷程中，我在希望與幻滅間感到痛苦，這種感受很無助與絕望，心想是否連這些大家說很厲害的醫者也無法治療我，那我是否真的沒有希望了……最讓我感受痛苦的除了疼痛本身，還有找不出病因。「為什麼這麼痛?」「為什麼我這麼痛苦?」未知也帶來失控的感覺，每當左上背肩胛內側那個點又變得又僵又緊又痛，我就覺得無助，也感受到恐懼與失控感蔓延，我就要沈下去……我有時忍受不住放聲大哭，在崩潰之際想放棄這一切向疼痛投降，我不想再受到它的折磨，我心想我再也不要忍受了……可是我還是又選擇活著……，但最近每一次的崩潰讓我越來越沒信心，已經快要到邊緣……除了西醫，我也嘗試過中醫經絡理療與吃藥，可是疼痛還是反覆發作……，更奇怪的是，常常理療推完或針灸完兩個小時或隔天，左上背肩胛內側那個點自己又蜷縮了起來，又變得硬邦邦的，我不知道這是否是它對我用外力介入的抗議或不同意?其實在進行上述治療的將近五年裡，同時我也學著照顧自己的心理，也有長達一年的心理諮商。我先談談我最近為自己做的部分，最常使用的就是關白燈留黃燈躺在瑜珈墊上感受自己的呼吸，我發現吸氣對我而言有點費力，吐氣似乎也有種無法下到橫膈膜的感覺。也會搭配胡君梅老師在youtube上的正念覺察，當下也許感受是平和的，但很奇怪的是，我回到書桌做原本的事後，還是覺得左上背疼痛不堪……即便如此，我仍知道要對身體的疼痛與陷入悲傷的自己持守溫柔與接納的態度，我盡力地接納承接 ，可也會發生崩潰想放棄的危險時刻因著溫柔信念，我在去年秋天上了加惠心理諮商中心的「澄心」課程，也學習對身體各種感受與情緒部分說話，去了解她們。我記得上星期睡前我躺在床上對身體的不適慢慢談話而後睡去（當然也許也因為助眠藥物）可是好的經驗與感受還是很小的部分，我記得隔天以及再那之後直至今日，我又感覺「快撐不下去」好幾次，過年前某日在租屋處忽然覺得「我為什麼要忍受這個背痛」，忽然情緒抑制不住大哭……，在自己的哭聲中我覺得就快放棄自己已經曾經努力的一切……最近幾天返鄉過年，家裡剛好有個浴缸，我便用了澄心與IFS內在小孩的概念，在浴缸熱水中與自己覺察到的三個內在感受對話，聽聽它們的動機與努力，當下背痛的感覺的確有消失，我也承諾會在回來與它們對話。包著浴巾坐在書桌繼續書寫著這幾天的短日誌與書寫自製「心靈角落卡」，用指頭以粉彩抹一抹，這裡似乎都很好，我也這麼以為。後來過不了兩個小時，我又開始疼痛，左上背那個點又變硬，我一直感覺有個東西在那裡，中醫說那是我的氣不通，可是為什麼我一直氣不通呢？一月初我為了自己「氣不通」的各種症狀，像是「慢性疲憊」與「固定處疼痛」，去中國醫藥大學新竹分院精神科做一個測前額葉皮質活性反應的檢查（我從新聞得知的），醫生雖然得出我的前額葉活性比較低 ，但也無法確定到底是長期的疼痛與憂鬱造成的果，還是因 ，醫生無法確定，倒是問我要不要做重複經顱刺激，據說這個對慢性疼痛及憂鬱都有用。但我實在不知道左上背痛是否與大腦皮質有關，它都痛在同一個點，大腦迴路有可能這麼精準嗎?這場疼痛讓我開始不知道要相信什麼，無法確定原因讓我感覺無望，也不知道到底還能從哪裡著手?徒手治療不說，運動指導性的物理治療與心理諮商都曾長期進行，但這疼痛始終抓著我……我很害怕有一天自己再也承接不了自己……在接納與抵抗之間;在盼望與失望之間;在前進與滯留甚至畫下句點，我不知道，這樣的自己將往何方?此時，我仍感受得到左上背肩胛內側有一條東西一直硬著，痛到我覺得裡面的神經與肌肉都要發麻了，當我轉動它或推它，硬痛感與壞掉感又更明顯，我聽得到聲音，但不知是筋膜還是神經的聲音，好像一種脆脆的東西拐來拐去。我曾經告訴自己背痛是暫時被綁起來的翅膀，如今，我已不能相信……真的好累--,1
551,大年初一時陪著家人去佛寺拜拜，我對於拜拜有種莫名的恐懼，因為很害        怕拜完之後又會開始幻聽。        但因為是陪家人，所以只好跟著一起去。        我跟佛寺裡的神說，我什麼都不求，只求懺悔，希望可以讓我以前傷害過        的人能夠原諒我。        然後就回家了。        沒去叔叔家，待在自己家的時候，還是會想起以前因為被傷害，而產生的        報復念頭，把氣出在別人身上，覺得這個世界上的人都是如此，而去傷害        到無辜的人，雖然很後悔，但還是發生了過去不想再提起的那些事。        所以我待在家裡，一個人沒說話，發呆了好久好久，一直到自己想起還可        以做的事，才有所行動。        其實很羨慕可以活的自由自在的人，而不用像我這樣一直去想以前做錯的        事，那些犯錯的記憶，在我生活當中突如其來不斷的提醒我，不管再怎麼        後悔，也已經都發生過了，我不懂該怎麼做才能讓自己的心好過一點。        我也很想像一般人一樣，看看電視，看看影片，然後有個穩定的工作可以        做，但工作一直不穩定，真的是我心裡的痛，看著黑暗的房間，只能無語        。        有時候覺得自己遙想到太遠的未來，比如說父母有天不在，然後自己變成        一個人住一個人生活，然後就開始不自覺的感到悲傷等等的這種事情而煩        惱，就覺得自己想太多，而沒辦法活在當下，這真的是老毛病了。        真不知道未來該怎麼做比較好。--孤獨的人不一定能成功但成功的人一定要忍受孤獨--,1
552,工作朋友感情家庭我都不會。我永遠不對永遠是錯的。我消失好嗎--,1
553,以前常會去每個板看文寫文現在只剩下這個地方能寫寫東西了以前能做的事，現在都覺得很無聊不能做小說，電影，漫畫，電動，打球，跟人聊天完完全全沒辦法做到底為什麼會這樣呢？就是很想徹底消失吧這個板是我唯一還能講講話的地方臉書，哀居，甚至賴幾乎都快沒在用了不想去看別人怎樣不想再跟人有互動也不是不想好起來而是活著這摸痛苦好起來就不痛苦了嗎？重度憂鬱症還好原本就亞斯又有點輕微自閉本來都還在能控制的範圍內分手以後我徹底崩潰了腦袋裡一直在想為什麼什麼事都做不了也睡不著錢是還夠用，只是覺得這樣活下去有什麼意義我也不可能再交女友了也沒什麼想做的事了想要有一顆藥吃了就無痛的離開了這個世界真的不需要我的存在我不願意卑微也悲傷的活著我想要有尊嚴的離開生無可戀的人，要怎麼再找到活下去的意義呢這些話不能對任何人講，沒有人喜歡聽我只能在這邊講在我還沒死去之前一聲聲的悲鳴Ps  我哥說憂鬱症是能選擇的，不想得就不會得了。有些人幸運沒得病就能大肆批判別人的不幸，反正人沒死之前，大家都覺得你只是在裝病--,1
554,在歡樂的年節氣氛，發覺自己根本是多餘的一個人躲在房間無聲的崩潰流淚…好想離開這個格格不入的世界。--,1
555,--看起來是購物成癮 但不知道如何幫她戒掉...她會憂鬱說我們都把她當瘋子 覺得我們只愛錢不愛她 然後覺得自己很可憐死一死好了..但她看憂鬱症很久了 近期也都有固定回診 醫生卻未提出躁症的可能 僅僅只說上癮要靠她自己的自制力戒掉 覺得蠻沒幫助的建議 囧,1
556,有些事情不能說實話傷人於事無益誰對誰錯又怎麼呢？都變陌生人了都被當陌生人了你對又如何？能證明什麼？昨天到早上快8點才睡著今天呢？我死了爸媽會難過我不死呢？我還活著她們只會更擔心而已我心裡清楚的我還有路可選嗎？我沒有力量再往前走下去了找不到還能往前走的理由是活的下去啊只是要卑賤的沒有意義的孤單的活下去罷了只要我能說服我自己，大不了就一個人過嘛大不了就找個湊合的工作每天吃藥過一生嘛日子總是能過的過的不快樂又孤單下賤而已所以我死了很傻也很自私是嗎？立場對調，沒有希望又失眠一輩子吃藥的人生你們真的能過嗎--,1
557,自從放假回家之後就很難入睡而且很容易在半夜醒來情緒一直在往下掉不知道是不是跟多吃的類固醇有關感覺越來越低落失控的感覺越來越明顯失眠是一種日復一日的循環每當睜開眼只過了一小時卻要跟他奮鬥了幾小時不知不覺就天亮了......我媽又不准我太晚起床只好撐著一整天感覺快爆炸了這樣的日子才剛開始就已經很失控了......--,1
558,有好幾次的情緒爆發經驗情緒完全的失控再也壓抑不下來的狀況爆發現在最後悔的是尋求錯誤的幫助管道現在想一想就很像是請鬼拿藥單怎麼會找始作俑者來幫我背書所以問題是暫時被壓制甚至每一次的反撲更嚴重直到恐慌症的發作從原本心理問題明顯反映到生理上現在我可以體諒可能在不了解的狀況之下用民俗療法曾經有過的經驗 再次爆發時再次被解讀成卡到陰其實當下是非常的憤怒的 絕對不是只有單一事件的情緒是從許許多多小事情經年累月的儲存被當作卡陰真的是反智的一種行為在有限的知識之下試圖解決不了解的問題 一定走向失敗的結果我想講的是面對這種我自己無法接受的小事情 以往我都是不斷妥協及壓抑的甚至否認有這些事情存在 就算別人有跟我講過提醒過所以當我自己親身經驗 自己覺醒了之後 那種痛苦是翻倍的甚至更甚對自我的自責 陷入這種憤恨的情緒無法自拔從一開始的否認 到憤怒 再來試圖做一些挽救措施 到承認事實感到沮喪到最後的接受放下五種階段我是在哪一種階段呢需要很長一段時間 以及契機吧這段時間是自己在陪伴自己的時間 沒有任何人更或是這個版的陪伴 就算沒有甚麼作用 沒有一定要痊癒也沒有不允許自我放棄的空間不管是好還是不好 這個版就是一直陪伴著 我覺得這樣就很足夠不要一昧的天真樂觀 也不是一昧的無底深淵我也只是在思考 心理醫生也是同樣的作用一般生理上的疾病醫生 治療是從不好到好為止就叫作一種成功的治療那心理的疾病 在醫生的角度 可以說結果會是好 但也要接受結果也是不好只是用醫生的腳色 不要試圖當救世主如生理疾病醫生一樣就是陪伴的作用 不管結果是好還是不好在那個過程中試圖不那麼難受有人站在身邊的感覺回到我自己本身 我之前就認為是會有好的執念觀念上心理疾病認為就像感冒會痊癒到現在修正成可能會痊癒也可能不會!!!因為心理疾病根本上就不是感冒也不須在一定痊癒上的執著受傷是一定的存在 沒有誰可以強迫受傷者必須痊癒就算是自己也不行 強迫到最後一定會在某段時刻再次的回來甚至更反撲到自身 這真的是我肺腑之言自身經歷在我身上一一的驗證最最簡單的解方 不用再去有任何的思考真的就是去運動就這麼簡單--,1
559,明天就是除夕了，一直在思考是否要問老公是否希望我回婆家過年..好像該為他想一下，或許他會因為我的行為而受到壓力，讓他被父母為難，讓他和他的父母被爺爺為難..（他爺爺的事跡聽過的人都說精彩）但去了，就是犧牲我自己，不只是一個晚上的不快樂，而是很久很久，很多年的不快樂..就像結婚以來他們累積給我的那些不快樂到現在還存在一樣..到底是不是我太自私？--我不知道自己想要什麼耶..我不知道如果問了我想得到什麼樣的答案..但我希望知道老公是否承受了壓力，和他想要的是什麼..精神的折磨跟羞辱跟可怕..然後我也無法回娘家吃年夜飯，因為娘家是大家族，大家會閒話，爸媽會沒面子，閒話的人也會尷尬我的存在就是一個錯誤..不如就一個人過吧..所以今晚吃了很多的藥..最後我昨晚小OD，用睡來躲過這一切..的確，沒有任何十全十美的解決方案，只有讓自己最好過的解決方案..所以當我睡醒的時候，老公已經回婆家了，沒有說再見..我穿了衣服去逛剩下最後兩小時的百貨公司，途中買了一杯手搖杯..在百貨公司買了一直想要的飾品（剛好有特惠組）在誠品買了兩本書..百貨公司提早打烊我只好回家，簡單做了晚飯，晚點弟弟要來載我一起去機場給妹妹接機..然後開始我的過年行程..還是無法全部避免的..但是最壞的那一部分我逃過了，現在心情很平靜..就像一個難得安靜的假日..,1
560,我不快樂的時候關心自己都做不到的時候根本無暇顧及別人的時候也可以愛我嗎我好害怕好怕有天醒來大家都走了遲早有天憂鬱會拆散我和這個世界我不想一個人大家不要再有人一聲不響地離開我了好不好--,1
561,叉燒飯很好吃但別的也很好吃如果沒叉燒飯可以吃要試著吃其他菜色的飯不然會餓死的琴兒跟妞妞是這個世界上少數還在關心我的人了為了讓離開所波及到的人盡量越來越少，所以我停止也拒絕跟其他人說話當然了滿滿的負能量也阻礙了我跟人講話的相處情況琴兒說她要到德國出差想跟我約下個月去基隆走走逛逛妞妞則是過個幾天就會問我還好嗎？知道她們是真的關心我可是我沒有辦法回應她們的關心我整個思緒一直圍繞在要怎麼有尊嚴而又不痛苦的離開上活著對我來說沒有誘因存在我很想吃叉燒飯吃可是她那間店關了我再也吃不到了今天有睡著。做了好幾個夢希望等下能繼續睡更希望不要醒了妳不在了妳不在了我不會幸福了一個人孤單的活著知道再也不會再談戀愛今後將一個人孤單的活下去這真的只剩下絕望而已--,1
562,放假了，卻完全不想出門也不想打掃只是一直在床上睡睡醒醒比起之前的忙碌，放鬆後卻有夢遊的境況昨晚回到家，哥哥問我這麼晩跑去哪？我才想起來，我去買宵夜給他吃，因為他在打掃看了下時間，9點已睡下了，那時已快12點中間起床出門了今天發現除毛刀和小剪刀上有血跡檢查身體，不知道何時除了毛還留下傷口好在沒做什麼太危險的事--,1
563,晚上吃完飯後為了怕吃完躺床會肚子痛於是在一樓發了下呆鄰居阿龍經過，看到我在，就走進來跟我講話我沒什摸回應他其實我也很少回應誰了我壓根就不想再跟這個世界的人有聯結他應該感覺的出來我不太想講話後來就走了我在想他被關的那幾年是什麼支撐他活下去的呢？他在牢裡被關了9年多05年關到13年還14年出來的吧出來時已人事全非他是怎麼去調適的呢？如果我也能找到一個理由說服自己活下去會比較好說服自己還有值得去珍惜的事物或許我就不會這摸痛苦了吧這又是一個不吃藥就睡不著的夜3點了，一點睡意都沒有呵呵沒經歷過的人怎麼知道這有多心累呢站著說話不腰疼啊該死的是我醒著時完全不知道能幹嘛除了焦慮及心慌外只感覺到無沒有想做的事一切都沒意義看著天亮。看著天黑然後吃藥睡覺我只是在喘息，不是活著--,1
564,有些藥醫生要求在早上吃但有時因為想試試看靠自己的力量睡著結果失敗了一夜無眠如果白天剛好不用上班上課的時候才能睡覺這種日夜顛倒的時候大家都還怎麼吃藥呢...？前陣子狀況太糟常常不是只睡兩三個小時就是整天爆睡也沮喪到沒有動力好好服藥過的很低迷還胖了好多上禮拜才又開始去找醫生拿藥了果然還是暫時不要想靠自己好好維持作息嗎對生活很沮喪以外，對自己也是--,1
565,昨晚完全沒睡現在在回家的客運上只要閉上眼睛就焦慮發作以為很累就能在車上睡一下結果現在好痛苦 沒有帶藥真的好累好痛苦深呼吸也沒用--,1
566,很想要不在乎親戚們，很想要可以做自己。過年也不全然是壞的，至少除夕是好的，接下來就是一連串的惡夢。昨天忍不住告訴教練我很討厭過年、討厭親戚，他回我家人很重要，就和他們好好過年，至於親戚，根本不理他們XDD好羨慕教練那種灑脫、那種可以做自己的態度。教練在訓練上雖然要求得非常嚴格，甚至用他的話說就是78，可是這幾個月以來當我跟他或多或少透露自己的想法，他也會告訴我他的建議或看法，要我自己做選擇。雖然我也曾經被他的直接差點逼哭，不過至少他說話挺真的。昨天明明告訴自己不要在乎親戚、不要在乎下週L的年休，但我現在好想哭、好焦慮，覺得胸悶，我只要一想到下週完全見不到L我就快崩潰。好累，不想去運動。但是就如教練說的你怎麼對待身體，他就怎麼回報你，這周我如果完全不訓練，加上過年體重一定會很可怕，到時候又把自己逼入另一個崩潰的漩渦。為什麼要活著呢？活著好累:(--,1
567,快被這樣的念頭逼瘋了越是急切 越是感覺自己有多無能今天又整天躺在床上了到底在做什麼不是已經告訴自己要放下要想開要往前走嗎沒有人會幫助妳 沒有人會可憐妳快點變回正常人吧--,1
568,我一直相信每個人來到這個世界上，都有他的使命，都有他的意義在10幾年前得了憂鬱症後，我還是這樣深信著我失望過，自溺過卻也曾相信或許還有機會我還有改變自己人生的機會那時雖然也很難過，但總算還會有想做的事想吃的東西，放不下的人，想玩的遊戲，想看的漫畫，籃球而現在一樣都沒有了每天醒來就是無什麼都沒興趣了，不想再講話，不想吃東西什麼都不想做，睡不著很累，身體不舒服，好想能一直睡下去機會是留給準備好的人她對我這摸說可是她不知道的是，我沒有機會了我什麼都不想再做了如果是10年前，或者5年前我或許就會覺得我還有機會她不給我機會，我還會有別的機會但是已到了這個局面我真的沒有機會了我受不了一個人過生活受不了每天失眠受不了每天醒著的時候只感到無無是什麼概念呢？簡單的說就是無聊吧你玩一個遊戲覺得難玩，邊玩邊想草泥馬，浪費時間你吃一個東西覺得難吃，覺得自己被騙錢了你覺得無聊，無趣，想走，想離開我無法具體形容那是什麼感覺如果只是無聊，或許我可以去找朋友，或談幾場戀愛，想辦法讓它有點不無聊但我睡不著幾天睡不著也還好可我已經10幾年都怕睡不著那有多累你們知道嗎？台灣為什麼不開放安樂死呢？傅達仁飛去國外安樂死花了300萬這門檻也太高了吧？我接受了生命走到終點可我爸媽無法接受我該怎麼做呢？每天每天醒著都是無每天都睡不著要吃藥才能好好睡一覺這不是人過的生活我連像個人樣都做不到我在思考最好走的方法一個體面點，傷害少點的方法我努力過好好生活只是我辦不到如果有失憶藥吃了會忘記所有的一切那我會吃的只有忘掉一切我才能活下去這所有的一切對我來說太苦了我的頭很痛我得不到安靜該怎麼辦呢--,1
569,如果能回到初識那時我不會與妳見面最一開始我就知道我們不會有結果我一直提醒自己不可能以前遇到條件真的很好的人我也都沒動心因為人貴自知，我知道自己的界限在哪去做自己能力外的事註定只會悲劇收場那又為什麼跟妳會有開始？因為妳對我很熱絡妳很好聊一開始的妳，擁有全世界的美好妳不會知道一開始的妳有多美好美好到讓我想賭一次就算我知道我會粉身碎骨我還是願意賭那麼一次妳來了，妳走了留下心空了一大塊的我如果能回到一開始我不會跟妳在一起的那樣我們就不會變陌生人了曾經擁有過妳這樣子的美好我怎麼再去認識其他人？我怎麼再好好生活？活著對我來說太苦太苦了--,1
570,每個人都在逼我快點放下我也想可是好難很勉強地往前走了可是總莫名其妙的又回去了像高空彈跳那樣彈上彈下卻沒有人想把你拉回去的意思倒吊的世界好可怕腦袋真的每天都腦充血好昏沉好痛不是漂浮不是自願的不是故意的--,1
571,這幾天在看中國劇好先生邊看邊哭了十幾次當然不是真哭，是眼淚一直泉湧而出這也是分手以後我不敢再聽歌唱歌看電影看小說的原因每每被觸碰到一個點眼淚就會一直流上班時也是，我根本沒辦法控制我自己那感覺真的很難堪說回好先生主角跟女友分開後，職業為廚師的他因意外而失去味覺失去愛人也失去廚師最重要的味覺後他的人生已經失去了意義也失去了再往前走的勇氣我想我完全能體會那是什麼感受當初要搬離家時，其實就是放棄了原本的生活圈搬出去的包括一起打球的朋友跟教他們打球的徒弟們包括打了25年的籃球我都是下定決心要放棄掉的想要好好開始新生活2018年那時，我搬離開故鄉有了一個很喜歡的新工作有了一個很正對我很好的女友像我這種從小爸媽不疼又本來就有輕微自閉症的人從來不太相信自己能幸福的可那時的我真的很幸福我想我是得意忘形了，所以最後就樂極生悲了前女友離開後，我又陷入了迷宮裡可和十幾年前不一樣的地方在這一次只剩我自己面對了我年紀也大了經歷的事也太多了，所以我真的很累了事實上我找過好幾種離開的方法也試過了幾種方法可是想不到要不痛苦的離開這世界還真的是很難的一件事如果台灣有開放安樂死就太好了那我也不用一直去思考要用什麼方式走是最好的了好先生的主角對前女友放手了，然後有了將來我呢？如果我也還有機會還有選擇就好了我如果還有機會，我也不會一直往死去想了很多時候其實不是他人在鑽牛角尖而是他沒路可走了就像我一直都覺得酗酒吸毒的人很傻可直到跟前女友分手後我才懂原來他們就是日子過不下去了，才會去酗酒或吸毒清醒的過日子真是好事嗎？像我，每天都很清醒也沒辦法喝酒買醉，因為體質過敏也不能吸毒麻痺自己人生路遠，而我忘不了她的一切，我不會再有將來了每天都睡不著覺，昨天沒吃藥就醒了28小時，不得已吃了兩顆藥才睡了7小時每天都要吃藥才能睡的著，這是人過的日子嗎？喘氣跟活著是兩件事人得要活著像個人才像樣我對自己睡不著覺感到無可奈何我的人生也沒有想做的事了只有累跟絕望塞滿心中而已我只是在喘氣而已離所謂活著極其遙遠啊--,1
572,今天沒吃藥快2點睡的現在6點多已經醒來至少6次一點點聲音就醒了這種感覺生不如死啊這跟心理素質啥的有什麼關係我連最基本的能好好睡都辦不到了這樣子活著會想結束奇怪嗎？點開手機放了卡農來聽人生真的好苦我只不過想好好睡一覺而以啊這摸卑微的事我都辦不到啊--,1
573,一直完全老實實的說出一切那種不經過大腦的抒發情緒是連我自己都事後嚇一跳的失控卡在情緒上 就是過不去趁心情還可以時想說甚麼真的很不穩定每天就放狠話自我毀滅遊魂般想爛到底就是一直殺死你殺死你的聲音冒出來卡在這種憤恨情緒上也是我自己要自我墮落這是自責嗎 也不清楚不明白總是這些念頭反反覆覆 情緒過不去時就很難受剛剛又轉念時 又可以放下但又不知某一刻又再一直執著很害怕恐懼也很厭惡就是一直在想自己能力是不足解決的也想自己解決那些的反反覆覆我自己都理解不了 就是處在一個不知道該怎麼辦的狀態也沒有能力去怎麼辦然後也死不了 這真的是自我的凌遲 痛苦不停的心悸 無時無刻的恐慌 對所有一切的恐懼甚至連看到網路的評論 也會引起情緒上的恐慌似乎就是很對號入座 太入戲也好無知造成的恐懼 遇到問題全都不知道怎麼解決在有情緒上的任何表達都很容易卡住別人的問題 總是回答不出來的恐慌發表自己意見的恐慌 怕自己講錯得罪人恐懼(父子騎驢)恐慌到無法分辨怎麼說  就是有病越封閉就越恐懼 就越來越糟糕 除非就是心態要放下 有所轉念不要一直為了別人一直有情緒但就是會一直卡著不管是正義打抱不平也好 看不過去也罷把黑的說成白的 亂講一通說謊成性 能夠當作看笑話我想要知道我正確的情緒壓抑太久 情緒 搞得不知道自己該生氣不生氣 該笑不笑 完全沒辦法分辨情緒變成怪人 生病的人或是情緒控管太差了 一覺得憤怒就腦筋斷線下意識就是攻擊思考不周慮 沒有想很多 太直接 那個連思考都沒有就從嘴巴說出去太衝動 無知造成不思考 不會審時度勢無分析能力 就沒有明辨是非的能力極度的對所有人事物不信任 懷疑東懷疑西過得很累就是造成沒有任何能力去解決任何事情--,1
574,昨天被面試官進行壓力測試被狂問問問題感覺自己一無是處也許可能不適合那份工作吧回到家後因為壓力過大崩潰了大哭兩小時今天去廟裡面拜拜祈求能趕快找到工作但心情也並沒有變好不知道是否該繼續面試下去禮拜一又有一個面試不知道該如何準備對於未來如果要去職訓局也不知道要選甚麼課程感覺已經不再熱愛什麼事了...心好累...不知道該怎麼辦...--,1
